description,industry,level,size,line_code,value
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Other wholesale trade,2,total,D0700,1053659
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Retail trade,1,total,D0700,955472
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Accommodation & food services,1,total,D0700,1484397
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,"Transport, postal, & warehousing",1,total,D0700,2119153
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Information media & telecommunications,1,total,D0700,140053
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Publishing,2,total,D0700,18569
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Motion picture,2,total,D0700,45666
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Telecommunications,2,total,D0700,75817
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Financial & insurance services,1,total,D0700,155666
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Finance,2,total,D0700,99477
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Insurance,2,total,D0700,14381
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Auxiliary,2,total,D0700,41807
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,"Rental, hiring, & real estate services",1,total,D0700,270887
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,"Professional, scientific, & technical services",1,total,D0700,1445829
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Computer systems design,2,total,D0700,79327
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Other professional scientific,2,total,D0700,1366501
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Administrative & support services,1,total,D0700,792954
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Education & training,1,total,D0700,215239
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Health care & social assistance,1,total,D0700,744935
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Arts & recreation services,1,total,D0700,166638
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,Other services,1,total,D0700,300866
Provide an estimate of the number of hours taken up by health and safety in this business during the last financial year.,total,0,total,D0700,24573644
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,total,0,6–19 employees,D0800,247013195
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,total,0,20–49 employees,D0800,186881159
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,total,0,50–99 employees,D0800,123948263
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,total,0,100+ employees,D0800,460364172
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Agriculture, forestry, & fishing",1,total,D0800,49968398
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Agriculture,2,total,D0800,26328895
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Commercial fishing,2,total,D0800,3455622
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Forestry & logging,2,total,D0800,7841320
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Agriculture, forestry, & fishing support services",2,total,D0800,12342561
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Mining,1,total,D0800,18441488
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Manufacturing,1,total,D0800,258996056
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Food, beverage, & tobacco",2,total,D0800,66971345
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Textile, clothing, footwear, & leather",2,total,D0800,4901953
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Wood & paper product,2,total,D0800,24855538
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Printing, publishing, & recorded media",2,total,D0800,1628230
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Petroleum, coal, chemical, & associated product",2,total,D0800,57388389
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Non-metallic mineral product,2,total,D0800,7663162
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Metal product,2,total,D0800,49123918
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Transport and industrial machinery & equipment,2,total,D0800,23548760
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Other machinery & equipment,2,total,D0800,19900675
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Other manufacturing,2,total,D0800,3014083
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Electricity, gas, water, & waste services",1,total,D0800,24892581
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Construction,1,total,D0800,243054501
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Wholesale trade,1,total,D0800,77189242
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Machinery & equipment wholesaling,2,total,D0800,23247827
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Other wholesale trade,2,total,D0800,53941415
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Retail trade,1,total,D0800,52165474
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Accommodation & food services,1,total,D0800,33965793
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Transport, postal, & warehousing",1,total,D0800,75385294
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Information media & telecommunications,1,total,D0800,4114557
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Publishing,2,total,D0800,1012314
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Motion picture,2,total,D0800,2272456
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Telecommunications,2,total,D0800,829786
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Financial & insurance services,1,total,D0800,12430959
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Finance,2,total,D0800,8098307
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Insurance,2,total,D0800,1339807
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Auxiliary,2,total,D0800,2992844
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Rental, hiring, & real estate services",1,total,D0800,12920728
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,"Professional, scientific, & technical services",1,total,D0800,72404014
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Computer systems design,2,total,D0800,7522602
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Other professional scientific,2,total,D0800,64881412
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Administrative & support services,1,total,D0800,34916794
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Education & training,1,total,D0800,6408386
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Health care & social assistance,1,total,D0800,21824917
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Arts & recreation services,1,total,D0800,7061961
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,Other services,1,total,D0800,12065648
How much did your business spend on health and safety in the last financial year? Provide an accurate estimate if no figures available.,total,0,total,D0800,1018206789
Most of time and resources spent on health and safety had no real impact - strongly disagree,total,0,6–19 employees,D0901_01,1803
Most of time and resources spent on health and safety had no real impact - strongly disagree,total,0,20–49 employees,D0901_01,669
Most of time and resources spent on health and safety had no real impact - strongly disagree,total,0,50–99 employees,D0901_01,222
Most of time and resources spent on health and safety had no real impact - strongly disagree,total,0,100+ employees,D0901_01,270
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Agriculture, forestry, & fishing",1,total,D0901_01,207
Most of time and resources spent on health and safety had no real impact - strongly disagree,Agriculture,2,total,D0901_01,90
Most of time and resources spent on health and safety had no real impact - strongly disagree,Commercial fishing,2,total,D0901_01,6
Most of time and resources spent on health and safety had no real impact - strongly disagree,Forestry & logging,2,total,D0901_01,39
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Agriculture, forestry, & fishing support services",2,total,D0901_01,75
Most of time and resources spent on health and safety had no real impact - strongly disagree,Mining,1,total,D0901_01,18
Most of time and resources spent on health and safety had no real impact - strongly disagree,Manufacturing,1,total,D0901_01,456
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Food, beverage, & tobacco",2,total,D0901_01,96
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Textile, clothing, footwear, & leather",2,total,D0901_01,30
Most of time and resources spent on health and safety had no real impact - strongly disagree,Wood & paper product,2,total,D0901_01,24
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Printing, publishing, & recorded media",2,total,D0901_01,18
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Petroleum, coal, chemical, & associated product",2,total,D0901_01,60
Most of time and resources spent on health and safety had no real impact - strongly disagree,Non-metallic mineral product,2,total,D0901_01,24
Most of time and resources spent on health and safety had no real impact - strongly disagree,Metal product,2,total,D0901_01,108
Most of time and resources spent on health and safety had no real impact - strongly disagree,Transport and industrial machinery & equipment,2,total,D0901_01,39
Most of time and resources spent on health and safety had no real impact - strongly disagree,Other machinery & equipment,2,total,D0901_01,27
Most of time and resources spent on health and safety had no real impact - strongly disagree,Other manufacturing,2,total,D0901_01,27
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Electricity, gas, water, & waste services",1,total,D0901_01,21
Most of time and resources spent on health and safety had no real impact - strongly disagree,Construction,1,total,D0901_01,444
Most of time and resources spent on health and safety had no real impact - strongly disagree,Wholesale trade,1,total,D0901_01,171
Most of time and resources spent on health and safety had no real impact - strongly disagree,Machinery & equipment wholesaling,2,total,D0901_01,48
Most of time and resources spent on health and safety had no real impact - strongly disagree,Other wholesale trade,2,total,D0901_01,120
Most of time and resources spent on health and safety had no real impact - strongly disagree,Retail trade,1,total,D0901_01,195
Most of time and resources spent on health and safety had no real impact - strongly disagree,Accommodation & food services,1,total,D0901_01,420
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Transport, postal, & warehousing",1,total,D0901_01,126
Most of time and resources spent on health and safety had no real impact - strongly disagree,Information media & telecommunications,1,total,D0901_01,30
Most of time and resources spent on health and safety had no real impact - strongly disagree,Publishing,2,total,D0901_01,9
Most of time and resources spent on health and safety had no real impact - strongly disagree,Motion picture,2,total,D0901_01,9
Most of time and resources spent on health and safety had no real impact - strongly disagree,Telecommunications,2,total,D0901_01,12
Most of time and resources spent on health and safety had no real impact - strongly disagree,Financial & insurance services,1,total,D0901_01,51
Most of time and resources spent on health and safety had no real impact - strongly disagree,Finance,2,total,D0901_01,18
Most of time and resources spent on health and safety had no real impact - strongly disagree,Insurance,2,total,D0901_01,12
Most of time and resources spent on health and safety had no real impact - strongly disagree,Auxiliary,2,total,D0901_01,21
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Rental, hiring, & real estate services",1,total,D0901_01,105
Most of time and resources spent on health and safety had no real impact - strongly disagree,"Professional, scientific, & technical services",1,total,D0901_01,237
Most of time and resources spent on health and safety had no real impact - strongly disagree,Computer systems design,2,total,D0901_01,48
Most of time and resources spent on health and safety had no real impact - strongly disagree,Other professional scientific,2,total,D0901_01,192
Most of time and resources spent on health and safety had no real impact - strongly disagree,Administrative & support services,1,total,D0901_01,117
Most of time and resources spent on health and safety had no real impact - strongly disagree,Education & training,1,total,D0901_01,63
Most of time and resources spent on health and safety had no real impact - strongly disagree,Health care & social assistance,1,total,D0901_01,192
Most of time and resources spent on health and safety had no real impact - strongly disagree,Arts & recreation services,1,total,D0901_01,27
Most of time and resources spent on health and safety had no real impact - strongly disagree,Other services,1,total,D0901_01,69
Most of time and resources spent on health and safety had no real impact - strongly disagree,total,0,total,D0901_01,2964
Most of time and resources spent on health and safety had no real impact - disagree,total,0,6–19 employees,D0901_02,6408
Most of time and resources spent on health and safety had no real impact - disagree,total,0,20–49 employees,D0901_02,2025
Most of time and resources spent on health and safety had no real impact - disagree,total,0,50–99 employees,D0901_02,795
Most of time and resources spent on health and safety had no real impact - disagree,total,0,100+ employees,D0901_02,771
Most of time and resources spent on health and safety had no real impact - disagree,"Agriculture, forestry, & fishing",1,total,D0901_02,813
Most of time and resources spent on health and safety had no real impact - disagree,Agriculture,2,total,D0901_02,555
Most of time and resources spent on health and safety had no real impact - disagree,Commercial fishing,2,total,D0901_02,9
Most of time and resources spent on health and safety had no real impact - disagree,Forestry & logging,2,total,D0901_02,75
Most of time and resources spent on health and safety had no real impact - disagree,"Agriculture, forestry, & fishing support services",2,total,D0901_02,177
Most of time and resources spent on health and safety had no real impact - disagree,Mining,1,total,D0901_02,45
Most of time and resources spent on health and safety had no real impact - disagree,Manufacturing,1,total,D0901_02,1590
Most of time and resources spent on health and safety had no real impact - disagree,"Food, beverage, & tobacco",2,total,D0901_02,336
Most of time and resources spent on health and safety had no real impact - disagree,"Textile, clothing, footwear, & leather",2,total,D0901_02,72
Most of time and resources spent on health and safety had no real impact - disagree,Wood & paper product,2,total,D0901_02,129
Most of time and resources spent on health and safety had no real impact - disagree,"Printing, publishing, & recorded media",2,total,D0901_02,69
Most of time and resources spent on health and safety had no real impact - disagree,"Petroleum, coal, chemical, & associated product",2,total,D0901_02,144
Most of time and resources spent on health and safety had no real impact - disagree,Non-metallic mineral product,2,total,D0901_02,39
Most of time and resources spent on health and safety had no real impact - disagree,Metal product,2,total,D0901_02,279
Most of time and resources spent on health and safety had no real impact - disagree,Transport and industrial machinery & equipment,2,total,D0901_02,345
Most of time and resources spent on health and safety had no real impact - disagree,Other machinery & equipment,2,total,D0901_02,78
Most of time and resources spent on health and safety had no real impact - disagree,Other manufacturing,2,total,D0901_02,96
Most of time and resources spent on health and safety had no real impact - disagree,"Electricity, gas, water, & waste services",1,total,D0901_02,45
Most of time and resources spent on health and safety had no real impact - disagree,Construction,1,total,D0901_02,1518
Most of time and resources spent on health and safety had no real impact - disagree,Wholesale trade,1,total,D0901_02,1017
Most of time and resources spent on health and safety had no real impact - disagree,Machinery & equipment wholesaling,2,total,D0901_02,300
Most of time and resources spent on health and safety had no real impact - disagree,Other wholesale trade,2,total,D0901_02,714
Most of time and resources spent on health and safety had no real impact - disagree,Retail trade,1,total,D0901_02,714
Most of time and resources spent on health and safety had no real impact - disagree,Accommodation & food services,1,total,D0901_02,906
Most of time and resources spent on health and safety had no real impact - disagree,"Transport, postal, & warehousing",1,total,D0901_02,396
Most of time and resources spent on health and safety had no real impact - disagree,Information media & telecommunications,1,total,D0901_02,78
Most of time and resources spent on health and safety had no real impact - disagree,Publishing,2,total,D0901_02,33
Most of time and resources spent on health and safety had no real impact - disagree,Motion picture,2,total,D0901_02,18
Most of time and resources spent on health and safety had no real impact - disagree,Telecommunications,2,total,D0901_02,24
Most of time and resources spent on health and safety had no real impact - disagree,Financial & insurance services,1,total,D0901_02,114
Most of time and resources spent on health and safety had no real impact - disagree,Finance,2,total,D0901_02,63
Most of time and resources spent on health and safety had no real impact - disagree,Insurance,2,total,D0901_02,9
Most of time and resources spent on health and safety had no real impact - disagree,Auxiliary,2,total,D0901_02,42
Most of time and resources spent on health and safety had no real impact - disagree,"Rental, hiring, & real estate services",1,total,D0901_02,213
Most of time and resources spent on health and safety had no real impact - disagree,"Professional, scientific, & technical services",1,total,D0901_02,888
Most of time and resources spent on health and safety had no real impact - disagree,Computer systems design,2,total,D0901_02,162
Most of time and resources spent on health and safety had no real impact - disagree,Other professional scientific,2,total,D0901_02,726
Most of time and resources spent on health and safety had no real impact - disagree,Administrative & support services,1,total,D0901_02,459
Most of time and resources spent on health and safety had no real impact - disagree,Education & training,1,total,D0901_02,306
Most of time and resources spent on health and safety had no real impact - disagree,Health care & social assistance,1,total,D0901_02,585
Most of time and resources spent on health and safety had no real impact - disagree,Arts & recreation services,1,total,D0901_02,135
Most of time and resources spent on health and safety had no real impact - disagree,Other services,1,total,D0901_02,180
Most of time and resources spent on health and safety had no real impact - disagree,total,0,total,D0901_02,10002
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,total,0,6–19 employees,D0901_03,7425
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,total,0,20–49 employees,D0901_03,1677
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,total,0,50–99 employees,D0901_03,468
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,total,0,100+ employees,D0901_03,318
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Agriculture, forestry, & fishing",1,total,D0901_03,810
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Agriculture,2,total,D0901_03,483
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Commercial fishing,2,total,D0901_03,18
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Forestry & logging,2,total,D0901_03,39
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Agriculture, forestry, & fishing support services",2,total,D0901_03,267
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Mining,1,total,D0901_03,21
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Manufacturing,1,total,D0901_03,1239
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Food, beverage, & tobacco",2,total,D0901_03,246
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Textile, clothing, footwear, & leather",2,total,D0901_03,69
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Wood & paper product,2,total,D0901_03,144
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Printing, publishing, & recorded media",2,total,D0901_03,60
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Petroleum, coal, chemical, & associated product",2,total,D0901_03,123
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Non-metallic mineral product,2,total,D0901_03,42
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Metal product,2,total,D0901_03,177
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Transport and industrial machinery & equipment,2,total,D0901_03,225
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Other machinery & equipment,2,total,D0901_03,54
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Other manufacturing,2,total,D0901_03,99
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Electricity, gas, water, & waste services",1,total,D0901_03,24
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Construction,1,total,D0901_03,978
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Wholesale trade,1,total,D0901_03,822
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Machinery & equipment wholesaling,2,total,D0901_03,264
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Other wholesale trade,2,total,D0901_03,558
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Retail trade,1,total,D0901_03,1659
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Accommodation & food services,1,total,D0901_03,1056
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Transport, postal, & warehousing",1,total,D0901_03,279
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Information media & telecommunications,1,total,D0901_03,81
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Publishing,2,total,D0901_03,24
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Motion picture,2,total,D0901_03,33
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Telecommunications,2,total,D0901_03,21
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Financial & insurance services,1,total,D0901_03,150
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Finance,2,total,D0901_03,45
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Insurance,2,total,D0901_03,6
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Auxiliary,2,total,D0901_03,102
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Rental, hiring, & real estate services",1,total,D0901_03,87
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,"Professional, scientific, & technical services",1,total,D0901_03,1071
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Computer systems design,2,total,D0901_03,192
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Other professional scientific,2,total,D0901_03,882
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Administrative & support services,1,total,D0901_03,390
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Education & training,1,total,D0901_03,201
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Health care & social assistance,1,total,D0901_03,633
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Arts & recreation services,1,total,D0901_03,102
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,Other services,1,total,D0901_03,276
Most of time and resources spent on health and safety had no real impact - neither disagree nor agree,total,0,total,D0901_03,9885
Most of time and resources spent on health and safety had no real impact - agree,total,0,6–19 employees,D0901_04,8676
Most of time and resources spent on health and safety had no real impact - agree,total,0,20–49 employees,D0901_04,1887
Most of time and resources spent on health and safety had no real impact - agree,total,0,50–99 employees,D0901_04,450
Most of time and resources spent on health and safety had no real impact - agree,total,0,100+ employees,D0901_04,291
Most of time and resources spent on health and safety had no real impact - agree,"Agriculture, forestry, & fishing",1,total,D0901_04,837
Most of time and resources spent on health and safety had no real impact - agree,Agriculture,2,total,D0901_04,579
Most of time and resources spent on health and safety had no real impact - agree,Commercial fishing,2,total,D0901_04,12
Most of time and resources spent on health and safety had no real impact - agree,Forestry & logging,2,total,D0901_04,51
Most of time and resources spent on health and safety had no real impact - agree,"Agriculture, forestry, & fishing support services",2,total,D0901_04,195
Most of time and resources spent on health and safety had no real impact - agree,Mining,1,total,D0901_04,18
Most of time and resources spent on health and safety had no real impact - agree,Manufacturing,1,total,D0901_04,1155
Most of time and resources spent on health and safety had no real impact - agree,"Food, beverage, & tobacco",2,total,D0901_04,231
Most of time and resources spent on health and safety had no real impact - agree,"Textile, clothing, footwear, & leather",2,total,D0901_04,72
Most of time and resources spent on health and safety had no real impact - agree,Wood & paper product,2,total,D0901_04,114
Most of time and resources spent on health and safety had no real impact - agree,"Printing, publishing, & recorded media",2,total,D0901_04,45
Most of time and resources spent on health and safety had no real impact - agree,"Petroleum, coal, chemical, & associated product",2,total,D0901_04,75
Most of time and resources spent on health and safety had no real impact - agree,Non-metallic mineral product,2,total,D0901_04,54
Most of time and resources spent on health and safety had no real impact - agree,Metal product,2,total,D0901_04,231
Most of time and resources spent on health and safety had no real impact - agree,Transport and industrial machinery & equipment,2,total,D0901_04,198
Most of time and resources spent on health and safety had no real impact - agree,Other machinery & equipment,2,total,D0901_04,30
Most of time and resources spent on health and safety had no real impact - agree,Other manufacturing,2,total,D0901_04,105
Most of time and resources spent on health and safety had no real impact - agree,"Electricity, gas, water, & waste services",1,total,D0901_04,39
Most of time and resources spent on health and safety had no real impact - agree,Construction,1,total,D0901_04,1359
Most of time and resources spent on health and safety had no real impact - agree,Wholesale trade,1,total,D0901_04,633
Most of time and resources spent on health and safety had no real impact - agree,Machinery & equipment wholesaling,2,total,D0901_04,201
Most of time and resources spent on health and safety had no real impact - agree,Other wholesale trade,2,total,D0901_04,429
Most of time and resources spent on health and safety had no real impact - agree,Retail trade,1,total,D0901_04,1362
Most of time and resources spent on health and safety had no real impact - agree,Accommodation & food services,1,total,D0901_04,1755
Most of time and resources spent on health and safety had no real impact - agree,"Transport, postal, & warehousing",1,total,D0901_04,414
Most of time and resources spent on health and safety had no real impact - agree,Information media & telecommunications,1,total,D0901_04,96
Most of time and resources spent on health and safety had no real impact - agree,Publishing,2,total,D0901_04,36
Most of time and resources spent on health and safety had no real impact - agree,Motion picture,2,total,D0901_04,33
Most of time and resources spent on health and safety had no real impact - agree,Telecommunications,2,total,D0901_04,27
Most of time and resources spent on health and safety had no real impact - agree,Financial & insurance services,1,total,D0901_04,144
Most of time and resources spent on health and safety had no real impact - agree,Finance,2,total,D0901_04,33
Most of time and resources spent on health and safety had no real impact - agree,Insurance,2,total,D0901_04,6
Most of time and resources spent on health and safety had no real impact - agree,Auxiliary,2,total,D0901_04,105
Most of time and resources spent on health and safety had no real impact - agree,"Rental, hiring, & real estate services",1,total,D0901_04,384
Most of time and resources spent on health and safety had no real impact - agree,"Professional, scientific, & technical services",1,total,D0901_04,1194
Most of time and resources spent on health and safety had no real impact - agree,Computer systems design,2,total,D0901_04,216
Most of time and resources spent on health and safety had no real impact - agree,Other professional scientific,2,total,D0901_04,981
Most of time and resources spent on health and safety had no real impact - agree,Administrative & support services,1,total,D0901_04,438
Most of time and resources spent on health and safety had no real impact - agree,Education & training,1,total,D0901_04,189
Most of time and resources spent on health and safety had no real impact - agree,Health care & social assistance,1,total,D0901_04,717
Most of time and resources spent on health and safety had no real impact - agree,Arts & recreation services,1,total,D0901_04,117
Most of time and resources spent on health and safety had no real impact - agree,Other services,1,total,D0901_04,444
Most of time and resources spent on health and safety had no real impact - agree,total,0,total,D0901_04,11304
Most of time and resources spent on health and safety had no real impact - strongly agree,total,0,6–19 employees,D0901_05,3774
Most of time and resources spent on health and safety had no real impact - strongly agree,total,0,20–49 employees,D0901_05,894
Most of time and resources spent on health and safety had no real impact - strongly agree,total,0,50–99 employees,D0901_05,153
Most of time and resources spent on health and safety had no real impact - strongly agree,total,0,100+ employees,D0901_05,84
Most of time and resources spent on health and safety had no real impact - strongly agree,"Agriculture, forestry, & fishing",1,total,D0901_05,735
Most of time and resources spent on health and safety had no real impact - strongly agree,Agriculture,2,total,D0901_05,555
Most of time and resources spent on health and safety had no real impact - strongly agree,Commercial fishing,2,total,D0901_05,6
Most of time and resources spent on health and safety had no real impact - strongly agree,Forestry & logging,2,total,D0901_05,24
Most of time and resources spent on health and safety had no real impact - strongly agree,"Agriculture, forestry, & fishing support services",2,total,D0901_05,150
Most of time and resources spent on health and safety had no real impact - strongly agree,Mining,1,total,D0901_05,6
Most of time and resources spent on health and safety had no real impact - strongly agree,Manufacturing,1,total,D0901_05,528
Most of time and resources spent on health and safety had no real impact - strongly agree,"Food, beverage, & tobacco",2,total,D0901_05,96
Most of time and resources spent on health and safety had no real impact - strongly agree,"Textile, clothing, footwear, & leather",2,total,D0901_05,30
Most of time and resources spent on health and safety had no real impact - strongly agree,Wood & paper product,2,total,D0901_05,93
Most of time and resources spent on health and safety had no real impact - strongly agree,"Printing, publishing, & recorded media",2,total,D0901_05,42
Most of time and resources spent on health and safety had no real impact - strongly agree,"Petroleum, coal, chemical, & associated product",2,total,D0901_05,27
Most of time and resources spent on health and safety had no real impact - strongly agree,Non-metallic mineral product,2,total,D0901_05,21
Most of time and resources spent on health and safety had no real impact - strongly agree,Metal product,2,total,D0901_05,105
Most of time and resources spent on health and safety had no real impact - strongly agree,Transport and industrial machinery & equipment,2,total,D0901_05,63
Most of time and resources spent on health and safety had no real impact - strongly agree,Other machinery & equipment,2,total,D0901_05,24
Most of time and resources spent on health and safety had no real impact - strongly agree,Other manufacturing,2,total,D0901_05,27
Most of time and resources spent on health and safety had no real impact - strongly agree,"Electricity, gas, water, & waste services",1,total,D0901_05,12
Most of time and resources spent on health and safety had no real impact - strongly agree,Construction,1,total,D0901_05,693
Most of time and resources spent on health and safety had no real impact - strongly agree,Wholesale trade,1,total,D0901_05,372
Most of time and resources spent on health and safety had no real impact - strongly agree,Machinery & equipment wholesaling,2,total,D0901_05,126
Most of time and resources spent on health and safety had no real impact - strongly agree,Other wholesale trade,2,total,D0901_05,243
